ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Add columns here,Add columns here,Add columns here,Reviewer,Review
43-111,4/18/2023 20:03:20,https://twitter.com/Shi_Enoch/status/1497248906224504837,43,"Solas, Rohan",MRCS,BBM Oxford Grad,BBM Oxford,ᏕӈأӈaB,@Shi_Enoch,"٤ʻ ٢ 20, 1419 | 9080",Anonymous,02/17,203,552,,"So totoo nga talaga na Nakapagtapos si BBM sa oxford according sa Recently conducted investigations ng SMNI sa mismong paaralan ng oxford confirming na si BBM nakapag tapos ng Social Science… 

Interesting 🤯",,Text,26/02/2022 00:35,,Rational,0,1,0,0,,FALSE,"Oxford confirms that Bongbong Marcos did not complete his degree. (Therefore, he did NOT graduate from Oxford). https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree",,,,,,
43-112,4/19/2023 20:06:10,https://twitter.com/xynoako/status/1497593781549662213,43,"Solas, Rohan",MRCS,BBM Oxford Grad,BBM Oxford,._.,@xynoako,mama mo.,Anonymous,08/19,31,13,quadrogals. bm.,"okay so special degree in england means undergraduate. that means, bbm did not lie when he said he graduated from oxford. (?)",,Text,26/02/2022 15:25,,Rational,0,2,0,0,,FALSE,An Oxford special diploma is NOT equivalent to a Bachelor's degree https://newsinfo.inquirer.net/1507278/marcos-jrs-special-diploma-from-oxford-you-can-have-it-too ,,,,,,
43-113,4/19/2023 17:36:37,https://twitter.com/up_kyla/status/1508149246616211458,43,"Reyes, Victor",MRCS,BBM Oxford Grad,BBM Wharton,AlphaOneRene,@up_kyla,fun loving,Anonymous,2022-02-27 12:33:03+00:00,,3484,,They are ridiculing and insulting BBM for being a non-college degree holder though he finished masteral course in Wharton. But in reality... BBM can take on the Gang of Four effortlessly all of them at the ssme time in a debate...,,Text,2022-03-27 18:29:35+00:00,,Emotional,2,1,0,0,,FALSE,,,,,,,
43-114,4/19/2023 17:44:44,https://twitter.com/ListeningMiddle/status/1499811431176609792,43,"Reyes, Victor",MRCS,BBM Oxford Grad,BBM Wharton,listening middle,@ListeningMiddle,listening in the middle,Anonymous,2021-12-27 07:05:56+00:00,,98,,"@imkiddingrc @AiraSarmiento14 And yes after grumadweyt ni BBM sa Oxford, nakapasok sya sa Wharton for his masteral. Kaso di nya natapos kasi nga naging active na sa govt service. Know your real facts, wag puro cRappler at Yellow lies ni Loida Nicolas-Lewis, aka Lenileaks.",,Text,2022-03-04 18:18:04+00:00,,Rational,0,0,0,0,,FALSE,,,,,,,
43-115,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-116,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-117,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-118,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-119,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-120,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-121,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-122,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-123,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-124,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-125,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-126,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-127,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-128,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-129,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-130,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-131,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-132,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-133,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-134,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-135,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-136,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-137,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-138,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-139,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-140,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-141,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-142,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-143,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-144,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-145,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-146,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-147,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-148,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-149,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-150,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-151,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-152,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-153,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-154,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-155,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-156,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-157,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-158,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-159,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-160,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-161,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-162,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-163,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-164,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-165,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-166,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-167,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-168,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-169,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-170,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-171,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-172,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-173,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-174,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-175,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-176,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-177,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-178,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-179,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-180,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-181,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-182,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-183,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-184,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-185,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-186,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-187,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-188,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-189,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-190,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-191,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-192,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-193,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-194,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-195,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-196,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-197,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-198,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-199,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-200,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-201,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-202,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-203,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-204,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-205,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-206,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-207,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-208,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-209,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-210,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-211,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-212,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-213,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-214,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-215,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-216,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-217,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-218,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-219,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-220,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-221,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-222,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-223,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-224,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-225,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-226,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-227,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-228,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-229,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-230,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-231,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-232,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-233,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-234,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-235,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-236,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-237,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-238,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-239,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-240,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-241,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-242,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-243,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-244,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-245,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-246,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-247,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-248,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-249,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-250,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-251,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-252,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-253,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-254,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-255,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-256,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-257,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-258,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-259,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-260,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-261,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-262,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-263,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-264,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-265,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-266,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-267,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-268,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-269,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-270,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-271,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-272,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-273,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-274,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-275,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-276,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-277,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-278,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-279,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-280,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-281,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-282,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-283,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-284,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-285,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-286,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-287,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-288,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-289,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-290,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-291,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-292,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-293,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-294,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-295,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-296,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-297,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-298,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-299,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-300,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-301,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-302,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-303,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-304,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-305,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-306,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-307,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-308,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-309,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-310,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-311,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-312,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-313,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-314,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-315,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-316,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-317,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-318,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-319,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-320,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-321,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-322,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-323,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-324,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-325,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-326,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-327,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-328,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-329,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-330,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-331,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-332,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-333,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-334,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-335,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-336,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-337,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-338,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-339,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-340,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-341,,,43,,MRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
